product_name,id,rating,message,date,timestamp,variant,is_anonymous,username,total_likes,has_image,has_video,seller_reply
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1456929841,5,Reel semoga awet ya,1747175755,11 bulan lalu,Pink,True,Anonymous,0,False,True,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1456389882,5,"Paket SDH di terima pengiriman cepat hp bagus sesuai dgn yg di live 


semoga berpungsi dgn baik blm di seting bwt seller jga Abang kurir makasih",1747156232,11 bulan lalu,Biru,True,Anonymous,0,True,True,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1456186355,5,Gacorrrrr seles amanah,1747150237,11 bulan lalu,Hitam,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1455881816,5,Biar bintang yg berbicara🥰,1747141070,11 bulan lalu,Merah,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1455866519,4,Pesen warna mirah tapi datang nya warna pinx,1747140590,11 bulan lalu,Merah,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1455463911,5,Alhamdulillah udah nyampe barang nya bagus terimakasih,1747130191,11 bulan lalu,Hitam,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1455097544,5,Barang mendarat dengan mulu,1747124754,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1454231967,5,Paketnya sudah sampai pengiriman cepat sesuai pesanan tokonya amanah hp nya bagus datang dengan selamat puas belanja di sini Abang kurirnya ramah udah langganan makasih,1747071912,11 bulan lalu,Biru,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1453847508,5,"Sangat amanah toko nya, awal nya ragu tapi Alhamdulillah Bagus. Terima kasih buat toko nya semoga semakin sukses. Kurir nya sudah langganan mantap",1747060091,11 bulan lalu,Biru,True,Anonymous,0,True,True,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1453496347,5,Barang sesuai harga,1747049659,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1453119052,5,Sesuai pruduk barang nya makasih ya ..nnti sya mu co lagi yg ke 2 x ea🤗,1747035669,11 bulan lalu,Pink,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1453115709,5,"Barang sesuai pesanan,terimakasih tiktok",1747035378,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1453004344,1,"Aku tertipuuu merek hp ta sesuai 
Trus pada lecet tg lecet segel palsu cuma tempelan di atas temperglas atau mika depan blakang sama tempelan bukan bawaan asli.
    Tadinya percaya sudah sampe ga ada jawaban dari penjual atas pesanan yang ga sesuai",1747016017,11 bulan lalu,Biru,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1452425923,5,Bismillahirrahmanirrahim barang udah sampe di Merauke kkaa Alhamdulillah bisa dipakai semua walau yg warna biru bagian casnya tadi ada miring tapi masih bisa semoga kedepannya awet klonawet bakal.order lagi ini masih dicoba,1746984028,11 bulan lalu,Biru,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1452008123,5,"Alhamdulillah bagus sesuai paketnya,makasih",1746972080,11 bulan lalu,Merah,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1450908909,3,Barang yg di pesan warnanya pesennya hitam yg datang punk ga sesuai aga kecewa sih,1746909278,11 bulan lalu,Hitam,True,Anonymous,0,False,True,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1450733296,5,Saya kasik bintang 5 .karna saya sangat puas,1746903537,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1450643568,5,Barang sampai tanpa ccat.. Packing rapi bagus.. Makasih,1746900923,11 bulan lalu,Hitam,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1450590293,5,Bagus sesuai barangnya pembelian kedua di toko ini amanah berkah selalu..,1746899541,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1450578203,5,"Barang dah sampai,ok bgt",1746899245,11 bulan lalu,Hitam,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1450393996,5,Recommended yg mau order di sini,1746894682,11 bulan lalu,Hitam,True,Anonymous,0,False,True,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1450054128,5,Barang yh bagus lah dengan harga segituh,1746885757,11 bulan lalu,Hitam,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1449025893,5,Kualitas pengerjaan: Cepet sesuai prediksi,1746871597,11 bulan lalu,Hitam,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1448704440,5,Bagus masih locis ...pengirimam aman mksih y,1746860024,11 bulan lalu,Merah,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1446093780,5,Mantap sip amanah pertahankan,1746815455,11 bulan lalu,Pink,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445919817,4,"Alhamdulillah SDH 2 Hari Ini Hpnya Sampai &amp; Langsung Saya Pakai. Semua System DiHP Berjalan Baik &amp; Normal. Semoga HP Ini Awet Dan Tidak Ada Kendala. Tapi Sayang Ada 1 Minusnya, Pesanan Saya Warna Hitam Tapi Yg Dikirim Warna Biru.",1746813472,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1444330596,5,"Alhamdulillah paket sy sudah sampai dg selamat packing nya rapi aman 
Dan hpnya sesuai dengan yg di live
Pokoknya mantul dah gak sia² belinya
Sukses teruus yaaa. Semoga kedepannya makin maju dan makin murah 😀",1746801573,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188137,5,Alhamdulillah barang sudah sampai di terima dengan baik,1746783278,11 bulan lalu,Biru,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188130,4,Barang sudah sampai asli oppo,1746748482,11 bulan lalu,Biru,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188177,5,real brg nya bagus banget,1746746943,11 bulan lalu,Pink,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188143,5,Bagus sesuai barang nya &amp; pengiriman nya cepat👍👍,1746734177,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188131,3,"Kayak barang second tapi diganti case biar seperti baru
Kejernihan lensa: Burem
Performa sistem: Lumayan
Saya pesen yang warna pink tapi yang DTG beda warna..coba kalau GK lengkap warna ya dikasi tau lah..",1746729005,11 bulan lalu,Pink,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188132,5,Hp y bnr2 bagus jangan ragu pesan ya,1746707684,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188218,4,Lumayan bagus lah..sesuai harga,1746655205,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188133,5,Alhamdulilah sudah sampai barangnya saya sangat puas dengan produknya.,1746641425,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188213,1,Maaf ya harganya memang murah tapi hpnya belum 1 minggu di pake udah rusak tu LCD apa emang produknya seperti itu,1746625902,11 bulan lalu,Merah,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188199,1,Hpnya gak BS pindah saya coba tetap JD mohon pengembalian dana saja pokoknya demi nama baik toko jika Kon sumen minta pengembalian uang ya kembalikan itu cukup 🙏,1746624588,11 bulan lalu,Biru,True,Anonymous,0,False,True,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188206,5,"Brg oke. Masih segel. Tapi Q pesen nya pink. Kosong kah, ini yg dtg biru. Tpi gpp",1746580932,11 bulan lalu,Pink,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188215,4,Sepertinya barang reparbis deh,1746566648,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188202,5,mntp,1746543476,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188190,1,kualitas abal abal,1746532544,11 bulan lalu,Pink,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188212,5,"Mantap.. Barangnya sesuai pesanan
Mantap",1746487359,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188209,5,Terimakasih toko...saya sudah ambil 3 buah utuk karyawan saya....nanti nambah lagi...broduk sesuai harga dan kualitas lah...pertama saya coba 1...trus ambil 2 lagi👍👍👍🙏,1746484792,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188219,5,Telah sampai,1746451029,11 bulan lalu,Pink,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188235,4,Maf bru bikin ulasn...senang dgn barangnya mkaih leseler,1746432464,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188178,3,"Barang udh smpai,pekingan bagus dan rapi,..hpx belum di coba sih..
Mudahan baik dan awet..mksh",1746429045,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188189,1,"Barang tipu-tipu, 
Ram bukan 6/128gb
Toi Ram 3/22gb",1746428850,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188182,5,Alhamdulillah paket udah smpai...semoga awet🥰,1746427378,11 bulan lalu,Biru,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188181,1,Ini hp produk palsu tolong di kembalikan,1746390613,11 bulan lalu,Pink,True,Anonymous,0,True,True,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188155,5,"Alhamdulillah mendarat dengan sempurna,,,tokonya amanah,,,mudah2an awet,,,nnti klo gada kendala Nex order lagi,,,mkasih seller",1746390571,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188201,1,"Hp baru sehari kendalanya pengisian semalam ga penuh, mudah panas, tombol piwer kadang susah di pencet bingung idupinnya, suka eror,,
Saya sudah komplen tapi pananggapannya di ulur ,,jujur kecewa dan kapok",1746377517,11 bulan lalu,Hitam,True,Anonymous,0,False,True,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188179,2,"Saya pesan HP ini yg datang h oppo soal HP nya jelek lelet  yg jualan gak amanah ahirnya geletak, kapok,cukup sekali belanja disini",1746372299,11 bulan lalu,Pink,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188192,5,"Sangat amanah, barangnya bagus dan berfungsi dgn baik...😍 Semoga tambah laris tokonya...",1746369026,11 bulan lalu,Hitam,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188183,4,lumayan sesuai harga,1746346093,11 bulan lalu,Merah,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188180,5,"Alhamdulillah paketan nya sudah sampai dan sesuai hp nya,,",1746344284,11 bulan lalu,Biru,True,Anonymous,0,True,True,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188197,1,"Ponsel hancur, baru di pakai 5 hri, carjer sdh rusak, hp lemot, katanya ram 6, tipu.",1746325236,11 bulan lalu,Hitam,True,Anonymous,0,False,True,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188211,5,"Pengiriman cepat ,sukses buat toko nya",1746302600,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188208,5,Maaf baru kasih ulasan soalnya paketnya baru di buka alhamdulilah hp nya bagus tapi belum di pakai mudah mudahan bisa berpungsi dan awet di pakainya makasih seller dan Abang kurir,1746302171,11 bulan lalu,Biru,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188196,5,"Bener&#34; Bagus,, tokonya bener amanah.",1746295585,11 bulan lalu,Merah,True,Anonymous,0,False,True,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188214,1,Tidak bisa di gunakan,1746289918,11 bulan lalu,Merah,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445188136,5,Amanah cepat sampai,1746289454,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193086,5,Bagus,1746278665,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193049,3,Tidak kelihatan barang baru persis sama dgn model hp sy yg lama tapi bisa dipakai lah. Terimakasih 🙏,1746252784,11 bulan lalu,Biru,True,Anonymous,0,False,True,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193060,5,"Toko Amanah, Hp berfungsi dgn baik, asli buka Segel. packing super aman dgn buble wrap tebal.",1746213014,11 bulan lalu,Hitam,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193075,1,Tadinya bagus sehari eh tau tau mati sendiri hpnya iy mungkin hp murh sih jdi y gt jelek,1746194769,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193056,5,Mantapp,1746178405,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445192996,5,"Cakep bos kuh,, toko amanah",1746177610,11 bulan lalu,Pink,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445192999,1,"Hp nya kurang sehat,,masuk telpon GK mau di angkat,GK mau di geser,lemot,",1746176038,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193066,3,Brg bagus ssuai iklan,1746164355,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193081,5,"Barang ok
Pengiriman juga cepat gak pake lama
Kejernihan lensa: Ok
Kualitas pengerjaan: Ok
Performa sistem: Ok",1746153141,11 bulan lalu,Merah,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193050,5,Alhamdulillah hpx sudah nyampe dengan selamat dan hpx masih disegel.awalx aku ragu pas dibuka hpx ORI.meskipun aku pesenx merah tapi datangx pink.ya gak apa apalh yang penting hpx masih disegel.gak nyesel aku belanja disini.semoga hpx awet dan tokox tambah lancar.,1746143857,11 bulan lalu,Merah,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193115,5,baguuuusssss sumpaaahhh,1746140919,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193046,5,Pesanan sesuai,1746137309,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445192997,5,"Hp nya baru sampe real pict hp nya 😍,respon yg punya toko nya cepat terima ksh kak 🙏,terima kasih jg buat abng kurir nya sdh langganan nganterin paket aq",1746128775,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193072,5,"Alhamdulillah,barang sudah sampai,g nyangka sebagus itu,kirain bohongan dengan harga yg murah,awal nya pas di hidup kan g ada bahasa Indonesia nya,yg ada cuma bahasa cina,tp setelah di matikan dan saya hidup kan Alhamdulillah,kluar pemilihan bahasa,dan saya lihat ada bahasa indo,nexs mau order lagi",1746123262,11 bulan lalu,Merah,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193087,5,Barang bagus,1746113028,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193094,5,Lumayan hp mantap juga,1746112070,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193082,5,Barang sesuai pesanan,1746108135,11 bulan lalu,Merah,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193004,4,Sesuai bosku,1746050847,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193057,5,"Alhamdulillah paket sudah saya terima dalam keadaan baik.barang nya bagus sesuai dengan pesanan.
Puas rasanya belanja disini karena tokonya Amanah.
Semoga laris manis,👍👍",1746041871,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193071,5,Sangat puas,1746036285,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193044,1,Hpnya sudah DTG bagus muter YouTube Ama vn g ada suaranya ya,1746026605,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193000,5,Alhamdulillah barangnya datang dan bagus terima kasih 👍👍👍,1746024295,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193090,5,Oppo ori,1746022311,11 bulan lalu,Hitam,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193078,5,Bagus pngriman cpt,1746021906,11 bulan lalu,Pink,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193121,5,Barang dtg bagus top masih dlm box tp paa aku buka hp sdh dlm keadaan on...,1746018565,11 bulan lalu,Merah,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193088,5,"Barang bagus realpic,cuma warna yg dkirim bukn yg dpesan sya pesan hitam dtangx blue,cesan hpx pun dkasih bukan yg ori jdi klw ngeces lama baru terisi bisa dri malm sampe pagi baru pnuh bateraix
Smoga tokox amanah trus ya Klw bisa cesanx yg dkirim ori yaa🙏nanti mau beli lgi",1746018422,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193107,5,Barang ok..di tes semua berjalan baik..semoga awet..toko amanah..hp original bukan abal abal.,1746017289,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193059,5,Mantul sesuai live,1746012519,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193083,5,"Barang diterima dengan baik, awalnya penuh dengan kecemasan dengan kondisi barang ...Alhamdulillah barang sesuai dengan keinginan. Nex klu mau order disini lagi..walaupun pengiriman barang sempat ada kendala dan lama sampai ditempat.",1745964583,11 bulan lalu,Merah,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193058,5,"Terimakasih..., untuk pesanan saya sudah sampai, barangnya juga sesuai pesanan sukses selalu buat seller yg Rama dan amanah",1745961790,11 bulan lalu,Pink,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193003,5,"Barangnya bagus dan mulus
Pokoknya sangat amanah deh🥰🥰",1745957199,11 bulan lalu,Merah,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193097,5,"mf br ksi ulasan..
mksh reseller.. hp ny bener&#34; reel..
mudah&#34;n awet..",1745954443,11 bulan lalu,Hitam,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193070,5,"Kejernihan lensa: Bagus
Performa sistem: Ok
Kualitas pengerjaan: Baik",1745949234,11 bulan lalu,Merah,True,Anonymous,0,True,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193111,5,Alhamdulillah barang dah nyampek tujuan sesuai pesanan tokonya benar amanah trimakasih kurir yang baik ...,1745946323,11 bulan lalu,Biru,True,Anonymous,0,False,False,
Hp Smartphone A3S Ram 6 128 Fullset Garansi 1 Tahun Cod,1445193068,3,"Barang dtng tepat waktu, datang sesuai type hp,tetap layar spt ada goresan..trus ketika kamera di gunakan ,pada layar bagian kanan blawurr..terimakasih dan mohon maaf",1745925180,11 bulan lalu,Hitam,True,Anonymous,0,False,False,
